y\x,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
19,,,,,,,,,,,,,,,crumble z=14,crumble z=14,crumble z=14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,track z=14,track z=14,track z=14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,track z=14,track z=14,track z=14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,track z=14,track z=14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,track z=14,track z=14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,RAMP_N z=14,RAMP_N z=14,RAMP_N z=14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,crumble z=13,crumble z=13,crumble z=13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,,,crumble z=13,crumble z=13,crumble z=13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,,,RAMP_N z=13,RAMP_N z=13,RAMP_N z=13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,,,RAMP_N z=12.5,RAMP_N z=12.5,RAMP_N z=12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,RAMP_N z=12,RAMP_N z=12,RAMP_N z=12,,,,ice z=12,conveyor_W z=12,conveyor_W z=12,conveyor_W z=12,conveyor_W z=12,conveyor_W z=12,conveyor_W z=12,track z=12,track z=12,track z=12,track z=12,track z=12,track z=12,,,,,,,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,track z=12,track z=12,track z=12,track z=12,track z=12,track z=12,track z=12,conveyor_W z=12,conveyor_W z=12,conveyor_W z=12,conveyor_W z=12,conveyor_W z=12,conveyor_W z=12,ice z=12,ice z=12,ice z=12,ice z=12,ice z=12,ice z=12,,,,,,,,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,,,track z=12,track z=12,track z=12,track z=12,track z=12,track z=12,track z=12,,,,,,,ice z=12,hazard z=12,hazard z=12,hazard z=12,hazard z=12,hazard z=12,,,,,,,,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ice z=12,hazard z=12,bounce z=12,bounce z=12,bounce z=12,bounce z=12,,,,,,,,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,,,hazard z=12,,hazard z=12,,,,,,,,,,,ice z=12,hazard z=12,ice z=12,ice z=12,ice z=12,ice z=12,,,,,,,,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,,hazard z=12,,bounce z=12,,hazard z=12,,,,,,,,,,,,track z=8,track z=8,track z=8,track z=8,,,,,,,,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,,,bounce z=12,,bounce z=12,,,,,,,,,,,,,track z=8,bounce z=8,bounce z=8,track z=8,,,,,,,,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,track z=8,track z=8,track z=8,track z=8,,,,,,,,,,,,,,,,,,,,,
37,,,,,,,,,,,,,,,bounce z=10,,bounce z=10,,bounce z=10,,,,,,,,,,,,,track z=8,track z=8,track z=8,,,,,,,,,,,,,,,,,,,,,
38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,track z=8,crumble z=8,track z=8,crumble z=8,track z=8,crumble z=8,track z=8,crumble z=8,,,,,,,,,,,,,,,,
39,,,,,,,,,,,,,,bounce z=10,,bounce z=10,,bounce z=10,,bounce z=10,,,,,,,,,,,,,track z=8,track z=8,track z=8,track z=8,track z=8,track z=8,track z=8,,,,,,,,,,,,,,,,
40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,track z=8,track z=8,track z=8,track z=8,track z=8,track z=8,track z=8,,,,,,,,,,,,,,,,
41,,,,,PLAT_1_POINT_1 z=6,,,,,,,,bounce z=8,,bounce z=8,,bounce z=8,,bounce z=8,,bounce z=8,,,,,,,,,,,,track z=8,sweeper z=8,track z=8,sweeper z=8,track z=8,sweeper z=8,track z=8,,,,,,,,,,,,,,,,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,track z=8,track z=8,track z=8,track z=8,track z=8,track z=8,track z=8,,,,,,,,,,,,,,,,
43,,,,,,,,,,,,,,bounce z=6,,bounce z=6,,bounce z=6,,bounce z=6,,,,,,,,,,,,,crumble z=8,track z=8,crumble z=8,track z=8,crumble z=8,track z=8,track z=8,,,,,,,,,,,,,,,,
44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,track z=8,track z=8,,,,,,,,,,,,,,,,
45,,,,,,,,,,,,,,,bounce z=6,,bounce z=6,,bounce z=8,,,,,,,,,,,,,,,,,,,RAMP_N z=7.5,RAMP_N z=7.5,,,,,,,,,,,,,,,,
46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RAMP_N z=7,RAMP_N z=7,,,,,,,,,,,,,,,,
47,,,,,,,,,,,,,,,,bounce z=4,,bounce z=4,,,,,,,,,,,,,,,,,,,,RAMP_N z=6.5,RAMP_N z=6.5,,,,,,,,,,,,,,,,
48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RAMP_N z=6,RAMP_N z=6,,,,,,,,,,,,,,,,
49,,,,,,,,,,,,,,,,,bounce z=2,,,,,,,,,,,,,,,,,,,,,track z=6,track z=6,,,,,,,,,,,,,,,,
50,,,,,,track z=2,track z=2,track z=2,,,,,,,,,crumble z=2,,,,,,,,,,,,,,,,,,,,,track z=6,track z=6,,,,,,,,,,,,,,,,
51,,,,,,track z=2,,track z=2,,,,,,,,,crumble z=2,,,,,,,,,,,,,,,,,,,,,track z=6,track z=6,,,,,,,,,,,,,,,,
52,,,,,,track z=2,conveyor_S z=2,conveyor_E z=2,conveyor_S z=2,,,,,,,,crumble z=2,,,,track z=2,ice z=2,ice z=2,ice z=2,bounce z=2,ice z=2,ice z=2,ice z=2,bounce z=2,,,,,,,,,track z=6,track z=6,,,,,,,,,,,,,,,,
53,,,,,,track z=2,conveyor_W z=2,conveyor_W z=2,track z=2,crumble z=2,crumble z=2,crumble z=2,crumble z=2,crumble z=2,crumble z=2,crumble z=2,crumble z=2,crumble z=2,crumble z=2,gate1 z=2,track z=2,ice z=2,ice z=2,ice z=2,bounce z=2,ice z=2,ice z=2,ice z=2,bounce z=2,gate2 z=6,track z=6,track z=6,track z=6,track z=6,track z=6,track z=6,gate3 z=6,track z=6,sweeper z=6,,,,,,,,,,,,,,,,
54,,,,,PLAT_1_END z=2,track z=2 [START],track z=2,conveyor_S z=2,conveyor_S z=2,crumble z=2,crumble z=2,crumble z=2,crumble z=2,crumble z=2,crumble z=2,crumble z=2,crumble z=2,crumble z=2,crumble z=2,gate1 z=2,track z=2,,,,,,,bounce z=2,track z=6,gate2 z=6,track z=6,track z=6,track z=6,track z=6,track z=6,track z=6,gate3 z=6,track z=6,track z=6,,,,,,,,,,,,,,,,
55,,,,,,track z=2,conveyor_N z=2,conveyor_W z=2,track z=2,crumble z=2,crumble z=2,crumble z=2,crumble z=2,crumble z=2,crumble z=2,crumble z=2,crumble z=2,crumble z=2,crumble z=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,,,,,track z=2,conveyor_N z=2,conveyor_W z=2,track z=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,,,,,track z=2,,,track z=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,,,,,track z=2,track z=2,track z=2,track z=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEVEL INFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,the_final_ascent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,The Final Ascent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid Size,55x60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Start,"(5, 54)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goal,"(15.5, 3.5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time Limit,30s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTORS / PLATFORMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,Kind,"Position (x,y,z)",Movement Info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elev1,elevator,"(20, 53, z=2)",elevator: z=2 to z=6 | speed: 0.9 | cycle: 4.5s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gate1,timed_gate,"(30, 53, z=6)",open: ?s | closed: ?s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweep1,sweeper,"(35.5, 40.5, z=8)",rotation speed: default | arm length: 2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweep2,sweeper,"(38, 40.5, z=8)",rotation speed: default | arm length: 2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gate2,timed_gate,"(18, 29, z=12)",open: ?s | closed: ?s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
