y\x,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
14,,,,,,,,,,,,,,,,track z=6,track z=6,track z=6,track z=6,track z=6,track z=6,track z=6,track z=6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,track z=6,track z=6,track z=6,track z=6,track z=6,track z=6,track z=6,track z=6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,track z=6,track z=6,track z=6,track z=6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,track z=6,track z=6,track z=6,track z=6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,track z=6,track z=6,track z=6,track z=6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,,,track z=6,track z=6,track z=6,track z=6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,track z=6,track z=6,track z=6,track z=6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,track z=6,track z=6,track z=6,track z=6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,track z=6,track z=6,track z=6,track z=6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,,track z=6,track z=6,track z=6,track z=6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,,track z=6,track z=6,track z=6,track z=6,track z=6,track z=6,track z=10,track z=10,track z=10,track z=10,track z=10,track z=10,track z=10,track z=10,,,,,,,,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,track z=6,track z=6,track z=6,track z=6,track z=6,track z=6,track z=10,track z=10,track z=10,track z=10,track z=10,track z=10,track z=10,track z=10,,,,,,,,,,,,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,,,,track z=6,track z=6,bounce z=6,bounce z=6,track z=6,track z=6,track z=10,track z=10,track z=10,track z=10,track z=10,track z=10,track z=10,track z=10,,,,,,,,,,,,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,,,,track z=6,track z=6,track z=6,track z=6,track z=6,track z=6,track z=10,track z=10,track z=10,track z=10,track z=10,track z=10,track z=10,track z=10,,,,,,,,,,,,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,,,,track z=6,track z=6,track z=6,track z=6,track z=6,track z=6,,,,,track z=10,track z=10,track z=10,track z=10,,,,,,,,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,,,,,,,,,,track z=10,track z=10,track z=10,track z=10,,,,,,,,,,,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,,,,,,,,,,,,track z=10,track z=10,track z=10,track z=10,,,,,,,,,,,,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,,,,,,,,,,,,,,track z=10,track z=10,track z=10,track z=10,,,,,,,,,,,,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,,,,,,,,,,,,,,track z=10,track z=10,track z=10,track z=10,,,,,,,,,,,,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,,,,,,,,,,,,,,track z=10,track z=10,track z=10,track z=10,,,,,,,,,,,,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,,,,,,,,,,,,,,track z=10,track z=10,track z=10,track z=10,,,,,,,,,,,,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,,,,,,,,,,,,,,track z=10,track z=10,track z=10,track z=10,,,,,,,,,,,,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,,,,,,,,,,track z=10,track z=10,track z=10,track z=10,track z=10,track z=10,track z=10,track z=10,,,,,,,,,,,,,,,,,,,,,,,,,
37,,,,,,,,,,,,,,,,,,,,,,,track z=10,track z=10,track z=10,track z=10,track z=10,track z=10,track z=10,track z=10,,,,,,,,,,,,,,,,,,,,,,,,,
38,,,,,,,,,,,,,,,,,,,,,,,track z=10,track z=10,track z=10,track z=10,track z=10,track z=10,track z=10,track z=10,,,,,track z=14,track z=14,track z=14,track z=14,,,,,,,,,,,,,,,,,
39,,,,,,,,,,,,,,,,,,,,,,,track z=10,track z=10,track z=10,track z=10,track z=10,track z=10,track z=10,track z=10,,,,,track z=14,track z=14,track z=14,track z=14,,,,,,,,,,,,,,,,,
40,,,,,,,,,,,,,,,,,,,,,,,track z=10,track z=10,track z=10,track z=10,track z=10,,track z=14,track z=14,track z=14,track z=14,track z=14,track z=14,track z=14,track z=14,track z=14,track z=14,,,,,,,,,,,,,,,,,
41,,,,,,,,,,,,,,,,,,,,,,,track z=10,track z=10,track z=10,track z=10,track z=10,,track z=14,track z=14,track z=14,track z=14,track z=14,track z=14,track z=14,track z=14,track z=14,track z=14,,,,,,,,,,,,,,,,,
42,,,,,,,,,,,,,,,,,,,,,,,track z=10,track z=10,bounce z=10,track z=10,track z=10,,track z=14,track z=14,track z=14,track z=14,track z=14,track z=14,track z=14,track z=14,track z=14,track z=14,,,,,,,,,,,,,,,,,
43,,,,,,,,,,,,,,,,,,,,,,,track z=10,track z=10,track z=10,track z=10,track z=10,,track z=14,track z=14,track z=14,track z=14,track z=14,track z=14,track z=14,track z=14,track z=14,track z=14,,,,,,,,,,,,,,,,,
44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,track z=14,bounce z=14,bounce z=14,track z=14,,,,,,,,,,,,,,,,,
45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,track z=14,track z=14,track z=14,track z=14,,,,,,,,,,,,,,,,,
46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,track z=18,track z=18,track z=18,track z=18,track z=18,track z=18,,,,,track z=14,track z=14,track z=14,track z=14,track z=14,track z=14,,,,,
49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,track z=18,track z=18,track z=18,track z=18,track z=18,track z=18,RAMP_E z=18,RAMP_E z=17,RAMP_E z=16,RAMP_E z=15,track z=14,track z=14,track z=14,track z=14,track z=14,track z=14,,,,,
50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,track z=18,track z=18,track z=18,track z=18,track z=18,track z=18,RAMP_E z=18,RAMP_E z=17,RAMP_E z=16,RAMP_E z=15,track z=14,track z=14,track z=14,track z=14 [GOAL],track z=14,track z=14,,,,,
51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,track z=18,track z=18,track z=18,track z=18,track z=18,track z=18,RAMP_E z=18,RAMP_E z=17,RAMP_E z=16,RAMP_E z=15,track z=14,track z=14,track z=14,track z=14,track z=14,track z=14,,,,,
52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,track z=18,track z=18,track z=18,track z=18,track z=18,track z=18,RAMP_E z=18,RAMP_E z=17,RAMP_E z=16,RAMP_E z=15,track z=14,track z=14,track z=14,track z=14,track z=14,track z=14,,,,,
53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,


LEVEL INFO
ID,bounce_garden
Name,Bounce Garden
Grid Size,55x60
Start,"(5, 5)"
Goal,"(47.5, 50.5)"
Time Limit,60s

