y\x,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,track z=6,track z=6,track z=6,track z=6,track z=6,track z=6,track z=6,track z=6,track z=6,track z=6,,,,,,,,,,,,,,,,,,
22,,,,track z=6,track z=6,track z=6,track z=6,track z=6,gate1 z=6,crumble z=6,track z=6,crumble z=6,track z=6,track z=6,track z=6,track z=6,,,,,,,,,,,,,track z=6,track z=6,track z=6,bounce z=6,track z=6,track z=6,track z=6,track z=6,track z=6,track z=6,track z=6,track z=6,track z=6,track z=6,crumble z=6,crumble z=6,crumble z=6,crumble z=6,conveyor_S z=6,conveyor_S z=6,sweeper z=6,,,,,,,,,,,
23,,,,track z=6,track z=6,track z=6,track z=6,crumble z=6,gate1 z=6,track z=6,crumble z=6,track z=6,track z=6,track z=6,track z=6,ice z=6,ice z=6,ice z=6,track z=6,track z=6,ice z=6,ice z=6,crumble z=6,crumble z=6,crumble z=6,crumble z=6,crumble z=6,crumble z=6,track z=6,track z=6,track z=6,track z=6,track z=6,track z=6,sweeper z=6,track z=6,bounce z=6,track z=6,track z=6,track z=6,sweeper z=6,track z=6,crumble z=6,crumble z=6,crumble z=6,crumble z=6,conveyor_S z=6,conveyor_S z=6,conveyor_S z=6,,,,,,,,,,,
24,,,,track z=6,track z=6,track z=6 [START],track z=6,track z=6,gate1 z=6,crumble z=6,track z=6,crumble z=6,track z=6,sweeper z=6,track z=6,ice z=6,ice z=6,track z=6,track z=6,track z=6,ice z=6,ice z=6,crumble z=6,crumble z=6,crumble z=6,crumble z=6,crumble z=6,crumble z=6,bounce z=6,track z=6,sweeper z=6,track z=6,track z=6,track z=6,track z=6,track z=6,track z=6,track z=6,track z=6,track z=6,track z=6,track z=6,ice z=6,ice z=6,ice z=6,ice z=6,conveyor_S z=6,conveyor_S z=6,conveyor_S z=6,,,,,,,,,,,
25,,,,track z=6,track z=6,track z=6,track z=6,crumble z=6,gate1 z=6,track z=6,crumble z=6,track z=6,track z=6,track z=6,track z=6,ice z=6,ice z=6,track z=6,track z=6,track z=6,ice z=6,ice z=6,crumble z=6,crumble z=6,crumble z=6,crumble z=6,crumble z=6,crumble z=6,track z=6,track z=6,track z=6,track z=6,track z=6,track z=6,track z=6,track z=6,track z=6,sweeper z=6,track z=6,bounce z=6,track z=6,track z=6,crumble z=6,crumble z=6,crumble z=6,crumble z=6,conveyor_S z=6,conveyor_S z=6,conveyor_S z=6,,,,,,,,,,,
26,,,,track z=6,track z=6,track z=6,track z=6,track z=6,gate1 z=6,crumble z=6,track z=6,crumble z=6,track z=6,track z=6,track z=6,track z=6,,,,,,,,,,,,,track z=6,track z=6,track z=6,bounce z=6,track z=6,track z=6,bounce z=6,track z=6,track z=6,track z=6,track z=6,track z=6,track z=6,track z=6,crumble z=6,crumble z=6,crumble z=6,crumble z=6,conveyor_S z=6,conveyor_S z=6,conveyor_S z=6,,,,,,,,,,,
27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,track z=6,track z=6,track z=6,track z=6,track z=6,track z=6,track z=6,track z=6,track z=6,track z=6,,,,,conveyor_S z=6,conveyor_S z=6,conveyor_S z=6,,,,,,,,,,,
28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sweeper z=6,conveyor_S z=6,conveyor_S z=6,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,conveyor_S z=6,conveyor_S z=6,conveyor_S z=6,,,,,,,,,,,
30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,conveyor_S z=6,conveyor_S z=6,conveyor_S z=6,,,,,,,,,,,
31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,conveyor_S z=6,bounce z=6,conveyor_S z=6,,,,,,,,,,,
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,conveyor_S z=6,conveyor_S z=6,conveyor_S z=6,,,,,,,,,,,
33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,conveyor_S z=6,conveyor_S z=6,conveyor_S z=6,,,,,,,,,,,
34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,conveyor_S z=6,conveyor_S z=6,conveyor_S z=6,,,,,,,,,,,
35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,conveyor_S z=6,conveyor_S z=6,sweeper z=6,,,,,,,,,,,
36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,conveyor_S z=6,conveyor_S z=6,conveyor_S z=6,,,,,,,,,,,
37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,conveyor_S z=6,conveyor_S z=6,conveyor_S z=6,,,,,,,,,,,
38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,conveyor_S z=6,conveyor_S z=6,conveyor_S z=6,,,,,crumble z=6,gate3 z=6,track z=6,track z=6,track z=6,,
39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ice z=6,ice z=6,ice z=6,track z=6,track z=6,crumble z=6,gate2 z=6,track z=6,gate3 z=6,track z=6,track z=6,track z=6,,
40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ice z=6,ice z=6,ice z=6,track z=6,track z=6,track z=6,gate2 z=6,crumble z=6,gate3 z=6,track z=6 [GOAL],track z=6,track z=6,,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ice z=6,ice z=6,ice z=6,track z=6,track z=6,crumble z=6,gate2 z=6,track z=6,gate3 z=6,track z=6,track z=6,track z=6,,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crumble z=6,gate3 z=6,track z=6,track z=6,track z=6,,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEVEL INFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,the_gauntlet_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,The Gauntlet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid Size,60x50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Start,"(5, 24)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goal,"(55.5, 40.5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time Limit,30s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTORS / PLATFORMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,Kind,"Position (x,y,z)",Movement Info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweep1,sweeper,"(6, 12.25, z=6)",rotation speed: default | arm length: 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gate1,timed_gate,"(18, 23, z=6)",open: ?s | closed: ?s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweep2,sweeper,"(18.5, 12.25, z=6)",rotation speed: default | arm length: 2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gate2,timed_gate,"(46, 24, z=6)",open: ?s | closed: ?s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gate3,timed_gate,"(46, 33, z=6)",open: ?s | closed: ?s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
