y\x,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
14,,,,,,,,,,,,,,,,,,,,crumble z=8,crumble z=8,crumble z=8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,,crumble z=8,crumble z=8,crumble z=8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,crumble z=8,crumble z=8,crumble z=8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,crumble z=8,crumble z=8,crumble z=8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,crumble z=8,crumble z=8,crumble z=8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,,,,,crumble z=8,crumble z=8,crumble z=8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,,,crumble z=8,crumble z=8,crumble z=8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,crumble z=8,crumble z=8,crumble z=8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,,track z=8,track z=8,track z=8,track z=8,track z=8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,,,track z=8,track z=8,track z=8,track z=8,track z=8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,,,,track z=8,track z=8,track z=8,track z=8,track z=8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,,track z=8,track z=8,track z=8,track z=8,track z=8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,,,,,,track z=8,track z=8,track z=8,track z=8,track z=8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,,,,,,,RAMP_S z=8,RAMP_S z=8,RAMP_S z=8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,,,,,,,RAMP_S z=7.5,RAMP_S z=7.5,RAMP_S z=7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,,,RAMP_S z=7,RAMP_S z=7,RAMP_S z=7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,,,,,RAMP_S z=6.5,RAMP_S z=6.5,RAMP_S z=6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,,,,,,track z=6,track z=6,track z=6,track z=6,crumble z=6,crumble z=6,crumble z=6,crumble z=6,crumble z=6,crumble z=6,crumble z=6,crumble z=6,track z=6,track z=6,track z=6,track z=6,,,,,,,,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,,,,,,track z=6,track z=6,track z=6,track z=6,crumble z=6,crumble z=6,crumble z=6,crumble z=6,crumble z=6,crumble z=6,crumble z=6,crumble z=6,track z=6,track z=6,track z=6,track z=6,,,,,,,,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,,,,,,track z=6,track z=6,track z=6,track z=6,,,,,,,,,track z=6,track z=6,track z=6,track z=6,,,,,,,,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,,,,,,track z=6,track z=6,track z=6,track z=6,,,,,,,,,track z=6,track z=6,track z=6,track z=6,,,,,,,,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crumble z=6,crumble z=6,,,,,,,,,,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crumble z=6,crumble z=6,,,,,,,,,,,,,,,,,,,,,,,
37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crumble z=6,crumble z=6,,,,,,,,,,,,,,,,,,,,,,,
38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crumble z=6,crumble z=6,,,,,,,,,,,,,,,,,,,,,,,
39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crumble z=6,crumble z=6,,,,,,,,,,,,,,,,,,,,,,,
40,,,,,,,,,,,,,,,,,,,track z=6,track z=6,track z=6,track z=6,,,,,,,,,crumble z=6,crumble z=6,,,,,,,,,,,,,,,,,,,,,,,
41,,,,,,,,,,,,,,,,,,,track z=6,track z=6,track z=6,track z=6,,,,,,,track z=6,track z=6,track z=6,track z=6,track z=6,track z=6,,,,,,,,,,,,,,,,,,,,,
42,,,,,,,,,,,,,,,,,,,track z=6,track z=6,track z=6,track z=6,crumble z=6,crumble z=6,crumble z=6,crumble z=6,crumble z=6,crumble z=6,track z=6,track z=6,track z=6,track z=6,track z=6,track z=6,,,,,,,,,,,,,,,,,,,,,
43,,,,,,,,,,,,,,,,,,,track z=6,track z=6,track z=6,track z=6,crumble z=6,crumble z=6,crumble z=6,crumble z=6,crumble z=6,crumble z=6,track z=6,track z=6,track z=6,track z=6,track z=6,track z=6,,,,,,,,,,,,,,,,,,,,,
44,,,,,,,,,,,,,,,,,,,track z=6,track z=6,track z=6,track z=6,,,,,,,track z=6,track z=6,track z=6,track z=6,track z=6,track z=6,,,,,,,,,,,,,,,,,,,,,
45,,,,,,,,,,,,,,,,,,,,RAMP_S z=6,RAMP_S z=6,RAMP_S z=6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,,,,,,,,,,,,,,,,,,,RAMP_S z=5.3,RAMP_S z=5.3,RAMP_S z=5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,,,,,,,,,,,,,,,,,,,RAMP_S z=4.7,RAMP_S z=4.7,RAMP_S z=4.7,,,,,,,,,,,track z=4,track z=4,track z=4,track z=4,track z=4,track z=4,,,,,,,,,,,,,,,,,
48,,,,,,,,,,,,,,,,,,,track z=4,track z=4,track z=4,track z=4,,,,,,,,,,,track z=4,track z=4,track z=4,track z=4,track z=4,track z=4,,,,,,,,,,,,,,,,,
49,,,,,,,,,,,,,,,,,,,track z=4,track z=4,track z=4,track z=4,crumble z=4,crumble z=4,crumble z=4,crumble z=4,crumble z=4,crumble z=4,crumble z=4,crumble z=4,crumble z=4,crumble z=4,track z=4,track z=4,track z=4,track z=4 [GOAL],track z=4,track z=4,,,,,,,,,,,,,,,,,
50,,,,,,,,,,,,,,,,,,,track z=4,track z=4,track z=4,track z=4,,,,,,,,,,,track z=4,track z=4,track z=4,track z=4,track z=4,track z=4,,,,,,,,,,,,,,,,,
51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,track z=4,track z=4,track z=4,track z=4,track z=4,track z=4,,,,,,,,,,,,,,,,,
52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,


LEVEL INFO
ID,crumble_bridge
Name,Crumble Bridge
Grid Size,55x55
Start,"(5, 5)"
Goal,"(35.5, 49.5)"
Time Limit,60s

